Date,Temperature,Wind Speed,Cloud Cover,Precipitation
2014-08-23,13.1,3.8,0.6625,2.1
2014-08-24,13.1,4.3,0.4,1.3
2014-08-25,12.1,3.0,0.475,2.1
2014-08-26,12.9,2.2,0.1625,0.0
2014-08-27,14.8,3.0,0.075,0.0
2014-08-28,15.2,2.3,0.3375,0.0
2014-08-29,17.3,2.6,0.7125,3.2
2014-08-30,16.0,2.6,0.85,13.5
2014-08-31,15.2,2.1,0.875,0.3
2014-09-01,16.6,4.2,0.975,0.4
2014-09-02,16.5,4.1,0.3125,0.0
2014-09-03,15.7,3.8,0.15,0.0
2014-09-04,16.7,4.1,0.0625,0.0
2014-09-05,18.6,2.7,0.3125,0.0
2014-09-06,19.7,2.0,0.5,14.1
2014-09-07,17.5,2.0,0.6625,0.0
2014-09-08,14.7,3.2,0.275,0.1
2014-09-09,14.2,4.6,0.6625,1.5
2014-09-10,16.3,4.4,0.575,0.0
2014-09-11,16.0,4.8,0.35,0.0
2014-09-12,16.3,3.6,0.4375,0.0
2014-09-13,16.2,4.6,0.8,2.3
2014-09-14,16.6,5.0,0.9875,14.0
2014-09-15,18.0,5.7,0.725,0.0
2014-09-16,18.0,4.5,0.3125,0.0
2014-09-17,17.4,4.3,0.2875,0.0
2014-09-18,17.7,4.2,0.2125,0.0
2014-09-19,17.8,3.2,0.1,0.0
2014-09-20,16.7,2.1,0.475,1.6
2014-09-21,15.1,4.9,0.6,0.2
2014-09-22,11.9,6.2,0.6875,0.0
2014-09-23,11.6,2.6,0.575,0.0
2014-09-24,13.3,3.4,0.675,0.7
2014-09-25,13.0,4.1,0.9,0.8
2014-09-26,15.5,4.1,0.8375,0.9
2014-09-27,12.8,3.1,0.125,0.0
2014-09-28,14.2,1.9,0.45,0.0
2014-09-29,15.3,1.7,0.75,1.4
2014-09-30,15.6,1.5,0.95,9.7
2014-10-01,16.1,1.5,0.9,0.2
2014-10-02,16.0,1.8,0.775,0.0
2014-10-03,17.2,1.7,0.525,0.0
2014-10-04,15.5,2.9,0.0,0.0
2014-10-05,13.8,2.6,0.1375,0.0
2014-10-06,13.7,4.6,0.55,0.0
2014-10-07,12.3,3.9,0.8375,8.2
2014-10-08,12.6,3.8,0.5625,0.8
2014-10-09,16.0,3.6,0.6375,0.0
2014-10-10,13.9,3.3,0.2,0.0
2014-10-11,13.7,1.6,0.425,1.6
2014-10-12,13.1,2.1,0.65,0.6
2014-10-13,12.4,2.7,0.975,13.3
2014-10-14,13.1,1.6,0.875,1.4
2014-10-15,13.2,2.0,0.9875,0.0
2014-10-16,13.0,1.9,0.975,0.0
2014-10-17,13.2,2.4,0.85,5.1
2014-10-18,14.2,2.8,0.8125,0.0
2014-10-19,16.4,4.5,0.9375,11.9
2014-10-20,13.8,5.1,0.85,0.8
2014-10-21,11.7,3.5,0.975,9.0
2014-10-22,11.5,3.6,0.7625,0.0
2014-10-23,11.2,2.5,0.7875,0.0
2014-10-24,12.3,3.5,0.975,1.1
2014-10-25,11.1,3.1,0.8,0.4
2014-10-26,11.5,3.5,0.5375,0.0
2014-10-27,13.1,3.8,0.3375,0.0
2014-10-28,10.7,3.2,0.1125,0.0
2014-10-29,6.8,2.6,0.725,0.0
2014-10-30,7.2,1.4,0.4,0.1
2014-10-31,11.8,2.0,0.9,0.0
2014-11-01,14.3,2.6,0.5375,0.0
2014-11-02,13.7,3.2,0.5,1.1
2014-11-03,13.6,4.5,0.5125,1.0
2014-11-04,11.6,3.1,0.9375,6.8
2014-11-05,9.3,3.7,0.9625,2.1
2014-11-06,8.1,3.1,0.7875,0.0
2014-11-07,7.2,2.8,0.4375,0.0
2014-11-08,8.7,3.1,0.275,0.0
2014-11-09,8.5,2.7,0.3625,0.0
2014-11-10,8.0,2.5,0.75,0.9
2014-11-11,7.8,2.9,0.2875,0.0
2014-11-12,10.0,3.6,0.9875,0.5
2014-11-13,10.5,1.2,0.9875,0.0
2014-11-14,10.2,3.8,0.8875,0.0
2014-11-15,9.7,5.2,1.0,0.0
2014-11-16,8.6,5.0,0.9875,3.0
2014-11-17,8.8,2.7,0.875,0.0
2014-11-18,8.7,5.2,0.9875,0.7
2014-11-19,8.1,5.0,0.975,0.0
2014-11-20,6.2,2.4,0.8625,0.0
2014-11-21,5.4,1.5,0.9125,0.0
2014-11-22,5.0,2.8,0.8875,1.7
2014-11-23,6.6,3.0,0.8375,3.5
2014-11-24,8.3,3.7,0.6625,2.8
2014-11-25,4.4,1.4,0.1375,0.0
2014-11-26,4.0,2.9,0.5375,0.0
2014-11-27,3.7,4.4,0.3375,0.0
2014-11-28,2.0,6.1,0.625,0.0
2014-11-29,0.9,4.7,1.0,0.0
2014-11-30,0.2,4.9,1.0,0.0
2014-12-01,-1.9,5.2,0.725,0.0
2014-12-02,-2.6,2.2,1.0,0.0
2014-12-03,0.3,2.5,1.0,0.0
2014-12-04,2.6,2.9,1.0,2.7
2014-12-05,2.5,2.7,0.975,0.3
2014-12-06,4.0,2.7,0.425,0.0
2014-12-07,3.6,4.8,0.9,8.7
2014-12-08,3.1,3.8,0.8125,3.5
2014-12-09,2.7,3.9,1.0,2.4
2014-12-10,4.2,5.9,0.6375,4.9
2014-12-11,3.5,5.2,0.7875,22.2
2014-12-12,5.2,5.8,0.925,13.6
2014-12-13,4.0,4.2,0.5,0.3
2014-12-14,2.3,4.4,0.5375,1.3
2014-12-15,3.9,4.7,0.9,5.9
2014-12-16,4.3,4.1,0.8375,3.8
2014-12-17,3.6,3.4,0.8875,1.4
2014-12-18,9.4,5.0,0.975,19.2
2014-12-19,8.0,6.2,0.75,7.2
2014-12-20,5.1,7.8,0.6,7.5
2014-12-21,6.3,6.2,0.6125,18.1
2014-12-22,9.5,8.5,0.9375,22.4
2014-12-23,9.3,7.5,0.975,19.9
2014-12-24,7.5,7.1,0.725,13.1
2014-12-25,3.3,5.3,0.9375,5.3
2014-12-26,-0.7,2.7,0.8625,0.5
2014-12-27,-0.9,3.4,0.5875,0.0
2014-12-28,-0.5,2.8,0.6375,0.7
2014-12-29,1.3,4.3,0.85,2.5
2014-12-30,4.5,3.9,0.9625,0.0
2014-12-31,6.3,4.5,0.8875,0.1
2015-01-01,4.5,5.5,0.975,8.0
2015-01-02,6.7,9.3,0.8625,2.2
2015-01-03,4.5,6.8,0.725,4.2
2015-01-04,3.7,5.5,0.25,0.0
2015-01-05,5.3,3.8,0.9875,0.2
2015-01-06,3.4,2.8,1.0,0.2
2015-01-07,4.6,3.7,0.7625,1.3
2015-01-08,5.3,4.9,0.875,7.5
2015-01-09,6.7,8.9,0.825,12.6
2015-01-10,7.7,10.0,0.8125,6.0
2015-01-11,4.3,8.4,0.5625,4.0
2015-01-12,7.3,7.8,0.9875,13.8
2015-01-13,6.6,4.4,0.9125,12.0
2015-01-14,3.1,4.1,0.75,6.2
2015-01-15,5.3,5.8,0.8625,13.6
2015-01-16,6.0,5.3,0.6875,0.0
2015-01-17,3.0,3.6,0.225,0.0
2015-01-18,1.7,3.4,0.9375,4.1
2015-01-19,0.8,1.6,0.9625,1.3
2015-01-20,-0.3,1.2,0.975,1.3
2015-01-21,-1.4,1.5,0.875,0.0
2015-01-22,-3.3,1.0,0.575,0.0
2015-01-23,-1.7,2.1,0.9875,0.0
2015-01-24,-1.1,3.8,0.5625,1.9
2015-01-25,1.7,2.5,0.625,0.0
2015-01-26,3.0,4.1,0.9625,6.4
2015-01-27,3.4,5.1,0.2875,0.0
2015-01-28,4.0,5.6,0.95,16.6
2015-01-29,1.4,4.7,0.9625,8.1
2015-01-30,0.7,1.8,0.925,0.0
2015-01-31,-2.4,2.9,0.9625,0.0
2015-02-01,-1.2,2.7,0.85,4.5
2015-02-02,0.2,3.3,0.6375,0.2
2015-02-03,-1.1,3.5,0.9375,0.4
2015-02-04,-1.5,3.8,0.875,0.5
2015-02-05,0.2,4.2,0.75,0.0
2015-02-06,-1.0,2.4,0.575,0.0
2015-02-07,3.0,6.5,0.85,0.0
2015-02-08,2.7,6.3,0.3125,0.1
2015-02-09,5.7,6.0,0.8125,0.0
2015-02-10,5.7,4.3,0.7375,0.0
2015-02-11,3.3,2.0,0.9875,0.0
2015-02-12,1.9,1.7,1.0,0.0
2015-02-13,0.5,2.5,1.0,0.0
2015-02-14,1.1,3.6,0.8125,0.0
2015-02-15,2.9,6.5,0.975,0.0
2015-02-16,1.5,4.0,0.7625,0.0
2015-02-17,0.5,2.6,0.475,0.0
2015-02-18,4.0,4.6,0.7375,0.0
2015-02-19,3.7,5.0,0.4,0.0
2015-02-20,3.4,4.4,0.975,5.9
2015-02-21,3.7,3.0,0.9625,3.5
2015-02-22,3.5,3.9,0.625,0.8
2015-02-23,3.5,4.8,0.8125,1.7
2015-02-24,4.6,4.8,0.85,0.0
2015-02-25,4.1,3.1,0.6625,0.7
2015-02-26,5.3,3.1,0.7875,1.0
2015-02-27,3.6,2.7,0.775,4.8
2015-02-28,3.4,3.5,0.475,1.7
2015-03-01,5.1,5.6,0.85,2.1
2015-03-02,4.3,6.2,0.8125,2.9
2015-03-03,2.9,4.3,0.7875,6.8
2015-03-04,3.0,4.6,0.75,2.3
2015-03-05,4.3,3.9,0.6875,0.1
2015-03-06,6.6,3.9,0.9625,0.0
2015-03-07,8.5,4.8,0.65,0.0
2015-03-08,9.7,4.7,0.075,0.0
2015-03-09,6.9,2.8,0.55,1.0
2015-03-10,7.3,4.4,0.45,0.0
2015-03-11,5.6,4.2,0.0625,0.0
2015-03-12,3.7,3.0,0.15,0.0
2015-03-13,3.4,5.4,0.7,0.0
2015-03-14,4.3,6.8,0.7,0.0
2015-03-15,4.9,6.4,0.9875,0.0
2015-03-16,7.3,5.3,0.5875,0.0
2015-03-17,8.1,3.3,0.375,0.0
2015-03-18,8.1,2.7,0.2625,0.0
2015-03-19,4.9,2.0,0.0125,0.0
2015-03-20,2.8,2.9,0.6625,4.1
2015-03-21,3.7,5.6,0.9875,3.3
2015-03-22,2.5,3.4,0.3125,0.0
2015-03-23,4.4,3.5,0.375,0.0
2015-03-24,4.8,1.7,0.5875,0.0
2015-03-25,5.3,3.7,0.5375,1.7
2015-03-26,6.2,2.9,0.9375,0.0
2015-03-27,5.8,2.5,0.9125,2.5
2015-03-28,6.8,3.6,0.925,8.9
2015-03-29,8.0,4.6,0.9375,13.0
2015-03-30,5.4,8.2,0.8,6.7
2015-03-31,4.2,7.9,0.95,11.3
2015-04-01,3.8,7.5,0.525,3.1
2015-04-02,4.0,5.4,0.525,0.4
2015-04-03,4.9,5.3,0.5625,0.0
2015-04-04,4.1,3.4,0.1,0.0
2015-04-05,4.7,3.1,0.325,0.0
2015-04-06,5.3,3.0,0.1875,0.0
2015-04-07,5.4,4.5,0.6,0.0
2015-04-08,9.1,4.0,0.6875,0.0
2015-04-09,8.1,2.0,0.4625,0.0
2015-04-10,9.4,2.0,0.0625,0.0
2015-04-11,11.3,4.3,0.35,6.5
2015-04-12,9.6,4.9,0.5125,1.6
2015-04-13,6.8,7.6,0.4375,0.1
2015-04-14,7.7,4.4,0.875,0.0
2015-04-15,11.2,6.0,0.55,0.0
2015-04-16,7.1,5.4,0.4875,0.0
2015-04-17,7.3,4.5,0.2375,0.0
2015-04-18,7.6,3.7,0.125,0.0
2015-04-19,7.3,2.5,0.3,0.0
2015-04-20,9.6,3.5,0.0,0.0
2015-04-21,10.2,5.9,0.0875,0.0
2015-04-22,10.0,3.2,0.375,0.0
2015-04-23,9.9,5.0,0.6375,0.0
2015-04-24,10.6,2.7,0.5,0.1
2015-04-25,11.6,2.7,0.825,5.7
2015-04-26,7.8,3.2,0.95,0.8
2015-04-27,7.4,3.6,0.55,0.0
2015-04-28,6.0,3.4,0.3,0.0
2015-04-29,9.3,3.5,0.5125,0.3
2015-04-30,8.9,2.6,0.725,1.4
2015-05-01,7.4,2.3,0.575,0.0
2015-05-02,6.9,3.2,0.225,0.0
2015-05-03,10.0,3.4,0.3875,7.7
2015-05-04,14.1,3.8,0.6875,1.9
2015-05-05,15.6,4.4,0.6125,14.8
2015-05-06,12.7,4.1,0.35,3.1
2015-05-07,10.4,5.4,0.6,2.4
2015-05-08,9.0,3.2,0.4625,0.0
2015-05-09,11.5,3.9,0.925,3.7
2015-05-10,10.2,6.2,0.4625,0.0
2015-05-11,15.5,3.3,0.0625,0.0
2015-05-12,12.7,3.5,0.5375,2.9
2015-05-13,10.6,5.8,0.925,0.0
2015-05-14,9.5,4.0,0.975,0.0
2015-05-15,9.9,3.0,0.6125,0.0
2015-05-16,8.8,3.9,0.85,0.3
2015-05-17,9.8,5.9,0.4375,0.4
2015-05-18,10.5,2.7,0.925,8.9
2015-05-19,9.4,3.3,0.675,12.4
2015-05-20,9.8,2.9,0.375,1.7
2015-05-21,10.0,3.5,0.55,0.2
2015-05-22,13.2,3.3,0.675,1.1
2015-05-23,11.2,3.6,0.6625,0.4
2015-05-24,10.5,2.0,0.1875,0.5
2015-05-25,10.5,2.1,0.8875,0.0
2015-05-26,10.5,4.3,0.625,0.0
2015-05-27,11.2,4.5,0.85,0.0
2015-05-28,11.7,4.4,0.7625,4.3
2015-05-29,11.1,3.0,0.6125,3.4
2015-05-30,10.2,5.3,0.625,0.8
2015-05-31,12.3,3.7,0.8875,3.7
2015-06-01,12.4,4.4,0.475,2.2
2015-06-02,13.9,5.1,0.9375,0.6
2015-06-03,13.8,6.4,0.725,0.0
2015-06-04,12.8,2.6,0.025,0.0
2015-06-05,17.7,2.9,0.125,0.9
2015-06-06,17.0,4.7,0.4125,0.0
2015-06-07,12.9,4.4,0.2625,0.0
2015-06-08,11.2,3.5,0.5375,0.0
2015-06-09,11.9,2.7,0.4,0.0
2015-06-10,14.6,2.3,0.0,0.0
2015-06-11,13.0,2.7,0.075,0.0
2015-06-12,16.6,2.9,0.0375,0.0
2015-06-13,18.2,2.7,0.7,3.7
2015-06-14,12.9,4.6,0.9375,0.0
2015-06-15,10.5,3.8,0.6875,0.0
2015-06-16,11.2,3.7,0.7875,0.0
2015-06-17,12.6,3.3,0.7375,4.7
2015-06-18,12.4,4.9,0.9125,1.3
2015-06-19,12.3,4.9,0.95,0.7
2015-06-20,13.4,4.8,0.7625,0.0
2015-06-21,13.8,2.0,0.925,14.4
2015-06-22,12.8,2.7,0.825,1.8
2015-06-23,14.0,3.6,0.75,0.4
2015-06-24,12.3,4.8,0.975,0.1
2015-06-25,14.5,2.6,0.725,0.0
2015-06-26,16.1,1.6,0.9625,0.1
2015-06-27,16.9,4.1,0.9125,0.1
2015-06-28,16.2,3.3,0.4125,2.6
2015-06-29,18.1,3.3,0.5875,0.0
2015-06-30,17.1,2.9,0.2,0.0
2015-07-01,19.1,3.3,0.0,0.0
2015-07-02,23.0,3.5,0.0,0.0
2015-07-03,22.8,2.2,0.1625,0.0
2015-07-04,23.0,3.0,0.1875,0.2
2015-07-05,22.4,2.3,0.7875,15.9
2015-07-06,17.6,5.7,0.4375,0.0
2015-07-07,19.8,2.4,0.475,2.4
2015-07-08,15.9,5.5,0.75,4.0
2015-07-09,13.1,8.0,0.7875,0.1
2015-07-10,13.7,6.8,0.45,0.0
2015-07-11,14.7,2.2,0.575,0.0
2015-07-12,16.8,3.4,0.925,0.3
2015-07-13,17.1,3.2,0.85,0.0
2015-07-14,17.1,2.5,0.775,0.0
2015-07-15,16.6,3.5,0.55,3.9
2015-07-16,16.4,1.9,0.5625,0.0
2015-07-17,19.2,3.5,0.225,1.8
2015-07-18,18.2,4.7,0.4,0.0
2015-07-19,13.6,2.0,0.825,2.3
2015-07-20,15.9,3.3,0.5125,0.8
2015-07-21,18.9,4.5,0.5,1.2
2015-07-22,19.0,3.2,0.4125,0.0
2015-07-23,15.9,3.4,0.625,0.0
2015-07-24,16.5,3.1,0.675,21.6
2015-07-25,17.4,3.7,0.925,8.9
2015-07-26,15.2,5.9,0.7625,0.7
2015-07-27,15.2,2.5,0.9625,21.8
2015-07-28,15.6,4.6,0.925,14.2
2015-07-29,13.9,4.4,0.8875,22.5
2015-07-30,13.4,7.0,0.95,2.1
2015-07-31,13.5,4.5,0.725,0.0
2015-08-01,13.9,2.6,0.175,0.0
2015-08-02,16.4,2.0,0.0375,0.0
2015-08-03,21.0,2.4,0.0,0.0
2015-08-04,22.3,2.9,0.375,4.1
2015-08-05,18.1,2.4,0.25,0.0
2015-08-06,22.3,1.9,0.2375,0.0
2015-08-07,19.3,2.1,0.3375,3.7
2015-08-08,17.4,2.5,0.6375,0.0
2015-08-09,17.6,3.0,0.175,0.0
2015-08-10,19.4,2.3,0.8,11.5
2015-08-11,19.7,2.2,0.6125,0.0
2015-08-12,17.6,2.6,0.6375,0.0
2015-08-13,18.4,4.5,0.0625,0.0
2015-08-14,20.9,4.5,0.4,0.4
2015-08-15,19.6,2.1,0.7125,0.0
2015-08-16,19.5,3.2,0.825,9.0
2015-08-17,18.7,5.9,0.9125,3.3
2015-08-18,18.0,4.0,0.925,0.3
2015-08-19,17.0,2.2,0.5625,0.0
2015-08-20,17.0,1.9,0.375,0.0
2015-08-21,18.6,2.0,0.0375,0.0
2015-08-22,19.1,3.1,0.0,0.0
2015-08-23,18.8,4.9,0.05,0.0
2015-08-24,19.8,3.4,0.5875,0.0
2015-08-25,17.3,4.1,0.5625,6.4
2015-08-26,19.5,3.6,0.6875,3.0
2015-08-27,17.0,3.2,0.875,5.1
2015-08-28,16.4,3.3,0.5375,0.0
2015-08-29,16.7,2.0,0.2875,0.0
2015-08-30,17.3,3.1,0.775,0.0
2015-08-31,19.6,2.9,0.5375,2.7
2015-09-01,17.1,4.2,0.75,0.0
2015-09-02,14.6,4.1,0.425,0.0
2015-09-03,14.3,2.8,0.375,0.0
2015-09-04,13.6,3.4,0.675,1.3
2015-09-05,13.0,6.1,0.675,5.0
2015-09-06,13.8,6.3,0.5625,0.0
2015-09-07,12.9,3.4,0.0,0.0
2015-09-08,13.5,3.4,0.3125,0.0
2015-09-09,13.5,2.4,0.1625,0.0
2015-09-10,14.9,4.2,0.175,0.0
2015-09-11,14.7,3.9,0.725,1.6
2015-09-12,16.3,2.6,0.875,7.3
2015-09-13,17.0,2.2,0.9125,4.3
2015-09-14,16.6,2.2,0.8125,21.8
2015-09-15,13.1,3.7,0.525,10.0
2015-09-16,14.5,3.0,0.7875,2.0
2015-09-17,16.7,4.9,0.8125,4.3
2015-09-18,14.5,3.3,0.55,0.0
2015-09-19,13.4,2.2,0.875,1.6
2015-09-20,12.8,4.4,0.45,0.1
2015-09-21,11.9,2.2,0.825,1.0
2015-09-22,13.5,2.3,0.975,1.3
2015-09-23,12.6,1.8,0.975,0.0
2015-09-24,13.5,3.7,0.7875,2.4
2015-09-25,12.2,2.6,0.4875,0.0
2015-09-26,11.1,2.4,0.225,0.0
2015-09-27,10.6,2.8,0.0625,0.0
2015-09-28,10.3,1.9,0.1375,0.0
2015-09-29,11.1,1.7,0.15,0.0
2015-09-30,10.4,1.3,0.075,0.0
2015-10-01,10.4,2.4,0.325,0.0
2015-10-02,11.4,2.1,0.275,0.1
2015-10-03,11.1,2.3,0.675,0.0
2015-10-04,12.1,2.0,0.625,0.0
2015-10-05,12.7,2.3,0.0875,0.0
2015-10-06,13.7,5.1,0.7875,3.0
2015-10-07,13.1,3.5,1.0,12.4
2015-10-08,11.3,2.2,0.9625,1.1
2015-10-09,10.1,2.4,0.9875,0.0
2015-10-10,8.7,3.6,0.4125,0.0
2015-10-11,8.4,3.8,0.0625,0.0
2015-10-12,7.2,3.6,0.3125,0.0
2015-10-13,7.2,3.2,0.875,3.0
2015-10-14,7.9,3.4,0.9625,1.4
2015-10-15,9.2,5.7,0.9875,1.4
2015-10-16,9.5,4.8,0.9875,7.3
2015-10-17,10.1,2.5,0.975,7.9
2015-10-18,11.0,4.2,0.975,3.5
2015-10-19,8.3,2.1,0.75,0.0
2015-10-20,7.1,2.3,0.825,0.1
2015-10-21,10.0,2.8,0.875,0.0
2015-10-22,11.1,3.8,0.8625,0.9
2015-10-23,11.3,4.3,0.4625,0.0
2015-10-24,11.0,2.5,1.0,0.6
2015-10-25,10.1,3.2,0.4125,0.0
2015-10-26,7.9,1.7,0.0125,0.0
2015-10-27,8.6,2.9,0.0625,0.0
2015-10-28,9.2,3.7,0.0625,0.0
2015-10-29,8.7,1.4,0.55,0.0
2015-10-30,9.8,1.9,0.7625,0.0
2015-10-31,9.7,2.7,0.4125,0.0
2015-11-01,8.8,1.8,0.4875,0.0
2015-11-02,9.0,1.4,1.0,0.0
2015-11-03,4.9,1.5,0.9875,0.0
2015-11-04,6.1,1.5,0.5875,0.0
2015-11-05,11.4,1.9,0.9,9.7
2015-11-06,13.0,2.2,0.975,9.6
2015-11-07,14.8,5.0,0.975,3.5
2015-11-08,12.2,4.9,0.55,5.9
2015-11-09,12.1,6.4,0.75,4.8
2015-11-10,14.4,8.0,0.975,0.5
2015-11-11,13.4,5.8,1.0,1.4
2015-11-12,12.0,5.2,0.5,0.0
2015-11-13,10.1,4.9,0.7,7.2
2015-11-14,7.3,4.4,0.75,4.9
2015-11-15,8.3,1.8,0.975,11.0
2015-11-16,11.2,4.4,0.8875,8.1
2015-11-17,10.2,3.3,0.9625,14.3
2015-11-18,11.1,7.8,0.9125,13.6
2015-11-19,9.7,7.5,0.7375,5.6
2015-11-20,7.2,3.0,0.875,10.2
2015-11-21,4.4,4.8,0.9,8.0
2015-11-22,2.2,7.8,0.825,6.7
2015-11-23,2.8,4.2,0.5375,0.9
2015-11-24,3.0,5.5,0.95,3.1
2015-11-25,3.9,3.0,0.8625,0.1
2015-11-26,4.1,2.8,0.0875,0.0
2015-11-27,4.4,4.4,0.7375,0.0
2015-11-28,5.0,4.9,0.725,7.2
2015-11-29,7.4,7.1,0.8875,18.2
2015-11-30,4.9,6.0,0.725,3.1
2015-12-01,5.8,3.5,0.6875,2.8
2015-12-02,10.0,4.4,0.9875,0.0
2015-12-03,9.4,4.0,0.975,1.6
2015-12-04,8.7,6.5,0.8125,0.9
2015-12-05,9.1,6.9,0.7625,0.4
2015-12-06,10.0,7.6,0.9125,0.3
2015-12-07,7.8,1.8,0.775,0.4
2015-12-08,9.9,2.8,0.4125,2.7
2015-12-09,8.1,4.4,0.475,0.0
2015-12-10,6.3,5.3,0.75,3.2
2015-12-11,5.5,4.6,0.8125,8.5
2015-12-12,5.7,4.3,0.6625,16.5
